,Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Vehicle Size,city mpg,Popularity,MSRP
2405,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Midsize,21,873,34655
2406,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,35755
2407,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,37820
2408,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATED_MANUAL,all wheel drive,Midsize,17,873,44355
2411,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,34475
2414,Volkswagen,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,Midsize,21,873,31570
2419,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,37820
2421,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Midsize,22,873,34475
2427,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,25,2031,18140
2428,Toyota,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,Compact,20,2031,22005
2429,Toyota,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,Compact,20,2031,22705
2430,Toyota,regular unleaded,140.0,4.0,MANUAL,front wheel drive,Compact,23,2031,17340
2431,Toyota,regular unleaded,140.0,4.0,MANUAL,front wheel drive,Compact,23,2031,19535
2432,Toyota,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,Compact,22,2031,22935
2433,Toyota,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,Compact,22,2031,24810
2434,Toyota,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,Compact,21,2031,22235
2435,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,25,2031,18370
2436,Toyota,regular unleaded,140.0,4.0,MANUAL,front wheel drive,Compact,23,2031,17570
2437,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,25,2031,20335
2438,Toyota,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,Compact,21,2031,24110
2439,Toyota,regular unleaded,140.0,4.0,MANUAL,front wheel drive,Compact,23,2031,17670
2440,Toyota,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,Compact,21,2031,22335
2441,Toyota,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,Compact,22,2031,23035
2442,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,25,2031,18470
2910,Ford,regular unleaded,195.0,6.0,MANUAL,front wheel drive,Midsize,17,5657,2655
2911,Ford,regular unleaded,200.0,6.0,MANUAL,front wheel drive,Midsize,17,5657,2702
2912,Ford,regular unleaded,200.0,6.0,MANUAL,front wheel drive,Midsize,18,5657,2937
2913,Ford,regular unleaded,125.0,4.0,MANUAL,front wheel drive,Midsize,21,5657,2000
2917,Ford,regular unleaded,125.0,4.0,MANUAL,front wheel drive,Midsize,21,5657,2000
2919,Ford,regular unleaded,170.0,6.0,MANUAL,front wheel drive,Midsize,18,5657,2000
2920,Ford,regular unleaded,125.0,4.0,MANUAL,front wheel drive,Midsize,21,5657,2079
2922,Toyota,regular unleaded,137.0,4.0,MANUAL,front wheel drive,Compact,27,2031,18750
2923,Toyota,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,19490
2924,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,18965
2925,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,18965
2926,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,19665
2927,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,19895
2928,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,27,2031,17550
2929,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,28,2031,16950
2930,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,28,2031,21495
2931,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,22025
2932,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,22955
2933,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,19195
2934,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,22725
2935,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,18565
2936,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,19135
2937,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,19135
2938,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,20065
2939,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,28,2031,17300
2940,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,23125
2941,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,28,2031,21665
2942,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,22195
2943,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,19835
2944,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,20635
2945,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,22895
2946,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,27,2031,17900
2947,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,18735
2948,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,29,2031,19365
2949,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,22680
2950,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,21300
2951,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,18500
2952,Toyota,regular unleaded,132.0,4.0,MANUAL,front wheel drive,Compact,27,2031,21665
2953,Toyota,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,Compact,30,2031,19335
2954,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,21900
2955,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,21825
2956,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,18935
2957,Toyota,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,20445
2958,Volkswagen,regular unleaded,158.0,4.0,MANUAL,front wheel drive,Compact,18,873,2000
2959,Volkswagen,regular unleaded,178.0,6.0,MANUAL,front wheel drive,Compact,16,873,2000
2960,Volkswagen,regular unleaded,178.0,6.0,MANUAL,front wheel drive,Compact,16,873,2000
2961,Volkswagen,regular unleaded,178.0,6.0,MANUAL,front wheel drive,Compact,16,873,2000
3087,Toyota,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,Midsize,17,2031,2000
3088,Toyota,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,Midsize,17,2031,2000
3089,Toyota,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,Midsize,17,2031,2000
3136,Ford,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,rear wheel drive,Large,16,5657,29205
3137,Ford,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,rear wheel drive,Large,16,5657,29905
3138,Ford,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,Large,16,5657,29905
3644,Ford,regular unleaded,199.0,6.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,2000
3645,Ford,regular unleaded,145.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2000
3646,Ford,regular unleaded,145.0,6.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,2000
3649,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2000
3650,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2123
3651,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2074
3652,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,14,5657,2000
3653,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2301
3654,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,2079
3655,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2256
3656,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2169
3657,Ford,regular unleaded,199.0,6.0,AUTOMATIC,rear wheel drive,Large,11,5657,2000
3658,Ford,regular unleaded,145.0,6.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,2000
3661,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Large,12,5657,2000
3663,Ford,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,2000
3665,Ford,regular unleaded,235.0,6.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,2080
3666,Ford,regular unleaded,235.0,6.0,AUTOMATIC,rear wheel drive,Large,13,5657,2107
3716,Volkswagen,electric,115.0,,DIRECT_DRIVE,front wheel drive,Compact,126,873,33450
3717,Volkswagen,electric,115.0,,DIRECT_DRIVE,front wheel drive,Compact,126,873,35445
3718,Volkswagen,electric,115.0,,DIRECT_DRIVE,front wheel drive,Compact,126,873,28995
3719,Volkswagen,electric,115.0,,DIRECT_DRIVE,front wheel drive,Compact,126,873,35595
3720,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Large,12,5657,31460
3721,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,26630
3722,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,27630
3723,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,28985
3724,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,27840
3725,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,30560
3726,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,27325
3727,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,31485
3728,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,30145
3729,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,28785
3730,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,28540
3731,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Large,12,5657,32385
3732,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,28600
3733,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,12,5657,32760
3734,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,30060
3735,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,31420
3736,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Large,12,5657,33660
3737,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,29815
3738,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,28760
3739,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,34320
3740,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,35620
3741,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,34160
3742,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,31200
3743,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,31855
3744,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,35245
3745,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,36545
3746,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,32785
3747,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,35085
3748,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,29455
3749,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,31900
3750,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,32675
3751,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,37320
3752,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,36020
3753,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,35860
3754,Ford,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,Midsize,11,5657,33560
3755,Ford,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,Midsize,13,5657,30230
3758,Toyota,regular unleaded,108.0,4.0,MANUAL,front wheel drive,Compact,30,2031,10775
3759,Toyota,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,11575
3760,Toyota,regular unleaded,108.0,4.0,MANUAL,front wheel drive,Compact,30,2031,10245
3761,Toyota,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,11045
3762,Toyota,regular unleaded,108.0,4.0,MANUAL,front wheel drive,Compact,30,2031,10885
3763,Toyota,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,11685
3764,Toyota,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,11155
3765,Toyota,regular unleaded,108.0,4.0,MANUAL,front wheel drive,Compact,30,2031,10355
3766,Toyota,regular unleaded,108.0,4.0,MANUAL,front wheel drive,Compact,30,2031,10985
3767,Toyota,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,11255
3768,Toyota,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,Compact,28,2031,11785
3769,Toyota,regular unleaded,108.0,4.0,MANUAL,front wheel drive,Compact,30,2031,10455
3791,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,30095
3792,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,33495
3793,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,28100
3794,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,31500
3795,Ford,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,5657,40095
3796,Ford,regular unleaded,315.0,6.0,AUTOMATIC,front wheel drive,Midsize,18,5657,38100
3797,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,37595
3798,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,35600
3799,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,28700
3800,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,30695
3801,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,31790
3802,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,37595
3803,Ford,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,5657,40900
3804,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,33785
3805,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,35600
3806,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,21,5657,28950
3807,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,37595
3808,Ford,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,5657,40900
3809,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,30945
3810,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,Midsize,20,5657,33785
3811,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,31790
3812,Ford,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,Midsize,20,5657,35600
4025,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,22,873,38325
4026,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,22,873,42095
4027,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,22,873,35595
4028,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,22,873,39545
4029,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,22,873,42745
4030,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,22,873,36145
4031,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,Compact,22,873,31995
4180,Ford,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,Compact,34,5657,31975
4181,Ford,regular unleaded,177.0,4.0,AUTOMATIC,all wheel drive,Compact,29,5657,33725
4182,Ford,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,Compact,34,5657,29645
4183,Ford,regular unleaded,177.0,4.0,AUTOMATIC,all wheel drive,Compact,29,5657,31395
4184,Ford,regular unleaded,177.0,4.0,AUTOMATIC,all wheel drive,Compact,30,5657,34120
4185,Ford,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,Compact,34,5657,32370
4186,Ford,regular unleaded,177.0,4.0,AUTOMATIC,all wheel drive,Compact,30,5657,31610
4187,Ford,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,Compact,34,5657,29860
4188,Ford,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,Compact,34,5657,30570
4189,Ford,regular unleaded,177.0,4.0,AUTOMATIC,all wheel drive,Compact,30,5657,34830
4190,Ford,regular unleaded,177.0,4.0,AUTOMATIC,all wheel drive,Compact,30,5657,32320
4191,Ford,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,Compact,34,5657,33080
4192,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,29735
4193,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,25650
4194,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,all wheel drive,Compact,22,5657,27400
4195,Ford,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,Compact,22,5657,23450
4196,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,all wheel drive,Compact,22,5657,31485
4197,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,all wheel drive,Compact,22,5657,27540
4198,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,25790
4199,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,29995
4200,Ford,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,Compact,22,5657,23590
4201,Ford,premium unleaded (recommended),178.0,4.0,AUTOMATIC,all wheel drive,Compact,22,5657,31745
4202,Ford,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,23600
4203,Ford,regular unleaded,,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,29100
4204,Ford,regular unleaded,,4.0,AUTOMATIC,all wheel drive,Compact,22,5657,30850
4205,Ford,regular unleaded,,4.0,AUTOMATIC,all wheel drive,Compact,22,5657,26850
4206,Ford,regular unleaded,,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,25100
4207,Ford,regular unleaded,130.0,4.0,MANUAL,front wheel drive,Compact,23,5657,12340
4208,Ford,regular unleaded,130.0,4.0,MANUAL,front wheel drive,Compact,22,5657,14315
4209,Ford,regular unleaded,130.0,4.0,MANUAL,front wheel drive,Compact,23,5657,12815
4210,Ford,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,15015
4211,Ford,regular unleaded,130.0,4.0,MANUAL,front wheel drive,Compact,22,5657,13860
4212,Ford,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,Compact,23,5657,14090
4213,Ford,regular unleaded,130.0,4.0,MANUAL,front wheel drive,Compact,23,5657,13205
4214,Ford,regular unleaded,130.0,4.0,MANUAL,front wheel drive,Compact,23,5657,14355
4215,Ford,regular unleaded,130.0,4.0,MANUAL,front wheel drive,Compact,23,5657,14810
4251,Volkswagen,premium unleaded (required),201.0,6.0,AUTOMATIC,front wheel drive,Large,15,873,27700
4252,Volkswagen,premium unleaded (required),201.0,6.0,AUTOMATIC,front wheel drive,Large,15,873,26200
4253,Volkswagen,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,Large,15,873,26200
4254,Volkswagen,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,Large,15,873,27700
4255,Volkswagen,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,Large,15,873,26200
4256,Volkswagen,premium unleaded (recommended),201.0,6.0,AUTOMATIC,front wheel drive,Large,15,873,27700
4310,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,58185
4311,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,62025
